run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,information_condition,sketch_policy,environment_seed,controller,step,agent_id,target,proposed_operational_action,information_action,communication_action,delegation_action,accepted_physical_action,counterfactual_evaluated,counterfactual_causal_utility,counterfactual_action_accepted,counterfactual_beneficial,counterfactual_harmful,predictive_uncertainty,action_value_margin,severity,safety_risk,resource_scarcity,delay,action_probability,action_value,communication_reliability,coupling_numeric,fragmentation_numeric,size_normalized,shannon_local,pooled_uncertainty,js_disagreement,jt_disagreement_0_5,jt_disagreement_2,jt_disagreement_1_5,jt_disagreement_3,graph_disagreement,consensus,consensus_residual,entropy_slope,disagreement_slope,distributed_contributor_count,distributed_missing_agent_count,evaluator_distributed_estimation_error,risk_kpi_confidence,risk_predictive_uncertainty,risk_shannon_js,risk_generalized_tsallis_gini,risk_graph_disagreement,risk_combined_generalized_entropic
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-00-zone_operator,U00,reconfigure_service_edge,request_peer_evidence,negotiate_commitment,execute_autonomously,True,True,-0.011856551383332078,True,False,True,0.69254683080955,0.02969109632389133,0.045218379444402663,0.06556665019438386,0.0,1.0,0.30745316919044996,0.09295337089846045,0.49,0.85,0.85,0.15,0.8189076158291559,0.8189076158291559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.07176511268130314,0.3160019185218992,0.69254683080955,0.481745636281109,0.5476738589224939,0.4242030022733443,0.2884477773166667
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-01-crew_dispatch,U05,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.7015586176873649,0.11500004221664739,0.0,0.0,0.0,1.0,0.29844138231263506,-0.02538965442184124,0.49,0.85,0.85,0.15,0.7926467449469284,0.7926467449469284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.10634626574271933,0.3033299300137041,0.7015586176873649,0.47878513331167805,0.5358591325452506,0.4279879527620266,0.28310307961912884
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-02-cyber_defense,U02,restore_communication_relay,request_peer_evidence,send_targeted_summary,execute_autonomously,True,True,-0.010499999999999999,True,False,True,0.7147112624975042,0.009493895493112248,0.0,0.0,0.0,1.0,0.28528873750249584,0.07132218437562396,0.49,0.85,0.85,0.15,0.8856034336779169,0.8856034336779169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1,3,0.1258820451137218,0.30780182924915145,0.7147112624975042,0.507285363418481,0.5632778626830195,0.4501787302489518,0.2976191534993012
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-03-communications,U01,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.7014683118337126,0.03024428717318134,0.18968779915358572,0.2750473087726993,0.0,1.0,0.29853168816628745,0.46110788835378236,0.49,0.85,0.85,0.15,0.8666917679862118,0.8666917679862118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.060063011816264056,0.36931058012891016,0.7014683118337126,0.49726026673003804,0.5590296483759094,0.4279500243034926,0.31608347103283013
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-04-resource_allocation,U04,deploy_mobile_generation,no_information_action,negotiate_commitment,execute_autonomously,True,True,1.1698380299615996,True,True,False,0.5844601917287059,0.18623184395308312,0.04263490192016091,0.06182060778423332,0.0,1.0,0.4155398082712941,0.09359616651855951,0.49,0.85,0.85,0.15,0.8683637252667874,0.8683637252667874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.12688706785544834,0.278353411055976,0.5844601917287059,0.45087500800817926,0.500895365483438,0.3788066138593898,0.25773399328481233
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-05-critical_load,U01,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.45283745352229376,0.3828884791995668,0.0,0.0,0.0,1.0,0.5471625464777062,0.13679063661942656,0.49,0.85,0.85,0.15,0.7531509980474486,0.7531509980474486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.060063011816264056,0.21876473419757989,0.45283745352229376,0.36942273092077965,0.41416388832190054,0.32352506381269674,0.21346115365290894
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-06-zone_operator,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.4379275392155155,0.3252918866246101,0.0,0.0,0.0,1.0,0.5620724607844845,0.14051811519612112,0.49,0.85,0.85,0.15,0.6820289407141699,0.6820289407141699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.07176511268130314,0.2136953633332753,0.4379275392155155,0.3456782508647487,0.39572790944170244,0.3172628998038498,0.20928637764701102
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-07-crew_dispatch,U03,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.6259037331120412,0.14397912906955057,0.0861140404289512,0.12486535862197923,0.0,1.0,0.37409626688795883,0.3556515432333857,0.49,0.85,0.85,0.15,0.8478750915668204,0.8478750915668204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,0.10084684691833123,0.30757495532736906,0.6259037331120412,0.4623302661365216,0.5187058996753766,0.36287956790705733,0.25523688830600905
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-08-cyber_defense,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.36989744338397934,0.4714993435760463,0.0,0.0,0.0,1.0,0.6301025566160207,0.15752563915400516,0.49,0.85,0.85,0.15,0.6599561031228073,0.6599561031228073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.07176511268130314,0.19056513075055298,0.36989744338397934,0.31294800313429355,0.35114729240559656,0.28869025955460464,0.19023795081418088
v7-pilots_iteration3-utility_restoration-small-high-high-high-modular-private_fragmented-776102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,private_fragmented,event_triggered,776102,always_act,0,UTL-09-communications,U05,reconfigure_service_edge,request_peer_evidence,send_targeted_summary,execute_autonomously,True,True,-0.020182637496280405,True,False,True,0.7177068701970493,0.0391965161757038,0.32275458320934697,0.46799414565355313,0.0,1.0,0.2822931298029507,0.8588571836889038,0.49,0.85,0.85,0.15,0.8623220878634658,0.8623220878634658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.10634626574271933,0.4211389308238495,0.7177068701970493,0.5026632700446861,0.5611030297241921,0.434770218816094,0.34378388780026686
