application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,713a92d1be0f2c9a3365e1dfb7e55a832ae738d4ea924a348f1d3b2484737bb3,ec7383418022166a8529b618691effc12f73b38e525d91297d0df02bfb5e86c3,6464
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv,gzip,584ad62b2923abdfadf26bf3ae3aeadf9d89858920115da4435abade875d948f,4f06f1be4b7b57bcf82f48d9fbf91a1e739692844263958d3385b3d246465228,82654
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,2068703233def23337f5c33e7b4fe4163eedeb59d31da2c2437a45f918457f8f,e0614aae330a73d87da07592e796a87e7c332b6c5823a492bcb13b4ec004bb44,6237562
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,44666e8342af10eff546bcda7cb8c55b5c7f2a53f11e340dc5951ca69c2c4a0a,f5d027da1dc6b69e00eec459cd1bc4d2daa294dd94eb66f567b8d824fa42e595,8799
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,plain,987a2383fb5907280e2ed212db5389d2862131ba24cf516a4bf00792afb13d3c,987a2383fb5907280e2ed212db5389d2862131ba24cf516a4bf00792afb13d3c,7583
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv,gzip,10a532ee562352eb3911afc7dffca629c07b9b112f68c7de97191596725de27a,c22d61f7a60c87bb74817d77f3b4a54ea8832f282f34e33f4fb890344fe63041,177325
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,xz,0e29b3d7bdbd1c91dd2480a26b9f7b629f56c4013010ef0eecf6cac93ce5b9b8,6181025d70c77b90f1cbfffc7259cec80f10808a7315bef026c1302a78c86482,46564659
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv,gzip,d4196fa25f038515cb24ab2ad15be9f3a9a795ba8918720f1a7d34a0a73fbf2a,6f4a889bc350c3f545c6ef31977ddbcaba0ea6b8f46cb60b08b45b008f1dc2b7,64299
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,10f2c744e9cfecb51d4e9503852576ff926097fd451293bec78c6937cc5a5ef7,05923f9cbc41152547fe5b29aac32a68f1d6f23561e1f78fa4c402c6d7aa8764,6215
utility_restoration,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/decisions.csv,gzip,da4b5220b8171e31f40a66cf78984abe0629ed4c502c704fc038ebc5c7109c61,2234fb6048fc92ede73c5190e6654fd6b946c21b7d81313acaf2759ad93182b3,88580
