application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,d86eead6f575bfa96c3c0cc44803e76026f59db28b1901f600979293971ddde1,f0d5dbe89394610abd27409f4e59357dda970e6af36561c7e7be872a535deb03,26006
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/decisions.csv,gzip,b000690fe992a5e298b071fb932afff86a33784dbf8abc1502ad3995f51e2363,276d5c6b1d3cb6f36c4dff2b046200447c226e06a4c55182e446cc37e8b5b8fd,75225
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,e6ae571474b63402b991a1cb72c58d64f04a93cba712627f4e10f593bb0a152d,af3ae48f3172cc74bd46934dab65e92d6fb5c85031c65523486dc66a6a6683bc,823373
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,4ccf8a86280afddb51ddf23dcb237c03a71af961b3bec22bde14f4d74e221605,cd45a8162e2264c3b9020df160efc302ad385c43419756fc9217defb2efc334c,7093
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/episode.json,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/episode.json,plain,52b85f00faba99549f57350d89d99607928a231952513dfc98a9f94daddd8169,52b85f00faba99549f57350d89d99607928a231952513dfc98a9f94daddd8169,7285
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/estimation.csv,gzip,652b47c01040ca146d68d69f3d351bc3c542168b7a36570e85ccaf542eef5f92,1d3712595e8f0fbfcd0311eefd37f3cb68d7cb36ae502f0469212eb95fca923e,173687
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,xz,b9ac80c94545f6f6d270436bda18dd8be5a413b4df093f788155369de65e5675,eb0153a8d2415c5d0bbf9c97b90d0cbe1cf33d7869d4d781bd2806109e287198,10226263
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/triggers.csv,gzip,8415723ff163ebac822d92802df262dedaf341597dfdecae044575504877001b,45003edb444dd36e785840a980fa48ff88dcf0dfa01fb0b1ccc1e7ab51fa28a2,71200
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,23d76ba2236415878a0eb358b4a8e16e18d4e4ebea32bdba436627161fd673d8,156e2ef9bf603bd94a6917413930f256f67210c8ef2c6d9feb51fc66f2c491d3,25779
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/decisions.csv,gzip,d545959f819c8e33fa68cada30d8480da52315da899f0fb7c991b46c038ed3cc,38dd2ffcc11a3442efff4411251f1e812f953a8bc9f35ccb73460be75e293f07,77347
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,d11bc21371554448963a5da1d8e4603b0cb4c428b66798d93442a4fa86a0e7a6,f10e23b34a6f589cc2ec78e083a87aaa6319d50690416a2727c391cd57678076,1099804
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,a5c119b1069a016aec116c10a0fec4c53acadadc8524023b398874ea4e662297,a9b2df518a02a7352421239a14842ab0b090fae9e0d34ac2672f31f6cc9957a0,7095
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/episode.json,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/episode.json,plain,1cb8a67507a24454513338741d039cee27c28c7f201d212aef410a6dde95f7f2,1cb8a67507a24454513338741d039cee27c28c7f201d212aef410a6dde95f7f2,7310
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/estimation.csv,gzip,96f9aa00beed44ec9d7d51794f2a1fcd89a7dfb9a893b896e0181c0e8672e0b6,374643425cc4689a7257024df68efb64a2f3693cfd6d6c990bd593bf9cedf597,173689
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/events.jsonl,xz,8e9ce2b8dc35b47eda046acd14ccd8bc0fc515d643540f27c69f0ea29d661c74,66f3fe0299cb80d800133ff7d55eb575f63d107d14058d5f230c57580da45610,12558343
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule/triggers.csv,gzip,9eb083fac2f5ceda393e761e9ac8224b34a75e9d848918f200e73f6f034cf31c,fab0bf6f2eaa11bc1843f544c077b886bfa52c2e0ddeb5f8dfab9d9aafdc8bb9,75319
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,6caed27274ccdd73817980c77adfbd0360486f47417fbadec334af6a79cd1fa8,f3edaecd3a332e142b27f61857993ae5b8114122638d630e0c2729bef49a4616,26013
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/decisions.csv,gzip,c5ba138bca77761b3b27d81648570705dadfbfb25536e629545bfd2d4ea6fd99,388bf41cea0cacbf9953e91040f01f08bbed570eeab541af5ef39799b5e6c724,76923
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,8a412c88f1a7dd4fbc92939124ef49eee4abcdf7ec94972b6ad614b3bfb02fe6,e4af9da96c6a29dbf91737be171c9849dd54a30db6c28f1d5968ee2784ebcdc1,727429
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,f9f922118f4a09a63dc146f233d6e0f4981f23a5b231d68cc484af79d5155dfb,e6c65ee5a8adc15422b70fb781f187f9957eb2fc5e2a40c38bfd6ca932ef8443,7090
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/episode.json,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/episode.json,plain,c90ccd3791961d83b860ed2f2e9fa17fd906f1053a4f3514552d329f75404318,c90ccd3791961d83b860ed2f2e9fa17fd906f1053a4f3514552d329f75404318,7363
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/estimation.csv,gzip,abd9f2f82cac94ab192bf2174b5d8ebd9b1321eb2c3e6d1f232931090a60ec7c,4c76fa486bdf4122c5e56dfabaef4694c5f382d9aa6fe15f0801ee1a1ef53a0a,173796
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/events.jsonl,xz,8d1aeb2b9e7978fbab2da596c653ccc8f03de35d51df52536ea29a0ee302a3c0,f3aac8611ec971fa4a894cd6455c30dc63cfc84ccd4bf0f8987a97b0ccee9b6c,9381711
humanitarian,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-development-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule/triggers.csv,gzip,1e14a500a377bf7625aeda5eded4af8e1855b8537450ca2bd77768950a831bc0,7a297d6061d280258376502c2ea69ddfee3c08c0b8f9cb9d0712abf59838193b,76497
