application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,255334063e70fe1329170c6b450dbe7be2020e1d07a291ca3f4b20674cb80bdc,96b9e1599337b7c1f5ffb082309a8c4142094422c41fa970e55c5760f8708196,9625
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv,gzip,bef462a25f132ab2631a956184aa1d45c25231fa60085928556da328223dbea9,8c765ebd8ff07347b8b51b4f5ad703dfedd66bbb43e64c00c4acc4039a3b5605,22040
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,cf9a163e64f759df879386e6aa97feaaf4d9430368b4fa94a05f98c46187ae43,07f2d077f7080a070cd6b3db3b76a4d8676db8f5be572db0d11eeaca5e11e8d1,1019862
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,1c495ed5a760e92dbd8d0cee490888445b83806524d4599e6eca8f0a940f2f23,4dc967fc65ef370e3a0a0e0e8995cfdb2bac6eb6b47a61ea9be76725f12fce12,3308
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,plain,8e5a23ca9f20feb3f8f0ae641c30c274412b635864a21dc925a94031cf42dde0,8e5a23ca9f20feb3f8f0ae641c30c274412b635864a21dc925a94031cf42dde0,7519
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv,gzip,022650c8c26030027844be358d03381797d5eba8b5257a178a79c75fc3b9b4be,5cec771a858846c276bcc96d0ec67bf7dd0f329187398128798b4a744a4c7d2a,49821
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,xz,c4fada589fd30037e390be9ff584b8966482596dc83e671f5f774b1291f62922,22b3ce5d1e976ee2455c09cf5f7dcdea8be4c9d9f096a287570bef9d8f714fd3,8989407
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv,gzip,1d61d80bce88935a7ddca1a4ece130008625792d0bffee0b8113c9f09390b5bd,1bf2d52025bdf9978dc9227b4fb81b8bdf29e1a3a55fa6436b3954ba6ddc38e9,19040
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,c0605308926a92d5a0cdf3e4b788a82dc57e016d72b39d94a03e13e9643eb927,71aa3a7936d29ad66943131c2da2b38bbde7466c7656efd25053fa1a9f197168,10520
humanitarian,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-development_final-humanitarian-small-high-medium-low-small_world-private_fragmented-8810004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/decisions.csv,gzip,e76c31f66d70a20ae163431e5e6a05da4bd7d05cdfe8bebba3120bdac2593ca8,e6334d910f978f3febe161b46a7a44590a97d2c964c4f8899af32240f2110fb0,23654
